Country,ISO,Region,Sub-region,Year,World Bank Classification,r_Gross Domestic Product (PPP),x_y_r_Life Expectancy,x_Social Indicator 2,x_y_r_GNI per capita,y_Economic Indicator 2
Burundi,BDI,Africa,Eastern Africa,1990,1,3806386336,48.00012,,210,
Cabo Verde,CPV,Africa,Western Africa,1990,2,366000000,65.57051,,890,
Cambodia,KHM,Asia,South-eastern Asia,1990,1,,53.51007,,,
Cameroon,CMR,Africa,Middle Africa,1990,2,21600000000,53.59127,,920,
Canada,CAN,Americas,Northern America,1990,5,559000000000,77.37707,,20400,
Cayman Islands,CYM,Americas,Caribbean,1990,,,,,,
Central African Republic,CAF,Africa,Middle Africa,1990,1,1770000000,49.01756,,460,
Chad,TCD,Africa,Middle Africa,1990,1,4280000000,46.92437,,270,
Channel Islands,CHI,Europe,Western Europe,1990,4,,75.41824,,,
Chile,CHL,Americas,South America,1990,2,57900000000,72.67878,,2260,
China,CHN,Asia,Eastern Asia,1990,6,1120000000000,69.03051,,330,
Colombia,COL,Americas,South America,1990,2,167000000000,68.2972,,1220,
Comoros,COM,Africa,Eastern Africa,1990,1,425629994,56.65361,,560,
"Congo, Dem. Rep.",COD,Africa,Middle Africa,1990,1,28600000000,48.99298,,,
"Congo, Rep.",COG,Africa,Middle Africa,1990,2,8110000000,55.02898,,920,
Costa Rica,CRI,Americas,Central America,1990,2,15600000000,75.65868,,2320,
Cote d'Ivoire,CIV,Africa,Western Africa,1990,2,25323486247,52.60693,,760,
Croatia,HRV,Europe,Southern Europe,1990,0,,72.17049,,,
Cuba,CUB,Americas,Caribbean,1990,2,93700000000,74.6438,,2660,
Curacao,CUW,Americas,Caribbean,1990,,,,,,
Cyprus,CYP,Asia,Western Asia,1990,4,7640000000,76.51395,,9510,
Czech Republic,CZE,Europe,Eastern Europe,1990,0,130000000000,71.3839,,,
Denmark,DNK,Europe,Northern Europe,1990,5,93500000000,74.80537,,24500,
Djibouti,DJI,Africa,Eastern Africa,1990,2,1180000000,56.66317,,,
Dominica,DMA,Americas,Caribbean,1990,2,308000000,,,2300,
Dominican Republic,DOM,Americas,Caribbean,1990,2,24500000000,67.95041,,870,
Ecuador,ECU,Americas,South America,1990,2,49300000000,68.99537,,1370,
"Egypt, Arab Rep.",EGY,Africa,Northern Africa,1990,1,219000000000,64.54907,,750,
El Salvador,SLV,Americas,Central America,1990,2,15400000000,63.988,,900,
Equatorial Guinea,GNQ,Africa,Middle Africa,1990,1,275747982,48.18954,,290,
Eritrea,ERI,Africa,Eastern Africa,1990,0,,48.23595,,,
Estonia,EST,Europe,Northern Europe,1990,0,,69.47561,,,
Ethiopia,ETH,Africa,Eastern Africa,1990,1,20300000000,47.09956,,260,
Faroe Islands,FRO,Europe,Northern Europe,1990,4,,76.11463,,,
Fiji,FJI,Oceania,Melanesia,1990,2,2770000000,65.57085,,1790,
Finland,FIN,Europe,Northern Europe,1990,5,90500000000,74.81317,,26000,
France,FRA,Europe,Western Europe,1990,5,1030000000000,76.6,,20700,
French Polynesia,PYF,Oceania,Polynesia,1990,4,,68.82861,,15400,
Gabon,GAB,Africa,Middle Africa,1990,3,12000000000,61.24015,,4810,
"Gambia, The",GMB,Africa,Western Africa,1990,1,899000000,52.214,,320,
Georgia,GEO,Asia,Western Asia,1990,0,24900000000,69.99961,,,
Germany,DEU,Europe,Western Europe,1990,5,1540000000000,75.17737,,21300,
Ghana,GHA,Africa,Western Africa,1990,1,18100000000,56.75163,,400,
Gibraltar,GIB,Europe,Southern Europe,1990,3,,,,,
Greece,GRC,Europe,Southern Europe,1990,3,136000000000,76.93902,,8970,
Greenland,GRL,Americas,Northern America,1990,4,,65.06829,,15700,
Grenada,GRD,Americas,Caribbean,1990,2,466000000,68.47502,,2250,
Guam,GUM,Oceania,Micronesia,1990,3,,72.0441,,,
Guatemala,GTM,Americas,Central America,1990,2,30500000000,62.23841,,930,
Guinea,GIN,Africa,Western Africa,1990,1,4390000000,49.91885,,430,
Guinea-Bissau,GNB,Africa,Western Africa,1990,1,1030000000,49.07632,,210,
Guyana,GUY,Americas,South America,1990,1,1360000000,63.52317,,390,
Haiti,HTI,Americas,Caribbean,1990,1,,54.56932,,,
Honduras,HND,Americas,Central America,1990,1,10200000000,66.68905,,690,
Hong Kong,HKG,Asia,Eastern Asia,1990,4,99500000000,77.38049,,12700,
Hungary,HUN,Europe,Eastern Europe,1990,3,,69.31561,,,
Iceland,ISL,Europe,Northern Europe,1990,5,5640000000,78.03634,,24700,
India,IND,Asia,Southern Asia,1990,1,998000000000,57.94373,,390,
Indonesia,IDN,Asia,South-eastern Asia,1990,1,525000000000,63.2599,,620,
Iran,IRN,Asia,Southern Asia,1990,2,369000000000,63.88288,,2560,
Iraq,IRQ,Asia,Western Asia,1990,3,130000000000,66.24034,,7020,
Ireland,IRL,Europe,Northern Europe,1990,5,48300000000,74.74132,,12600,
Isle of Man,IMN,Europe,Northern Europe,1990,,,,,,
Israel,ISR,Asia,Western Asia,1990,4,62400000000,76.60732,,10900,
Italy,ITA,Europe,Southern Europe,1990,5,1050000000000,76.97073,,18600,
Jamaica,JAM,Americas,Caribbean,1990,2,11416492149,72.01598,,1790,
Japan,JPN,Asia,Eastern Asia,1990,5,2380000000000,78.83683,,27600,
Jordan,JOR,Asia,Western Asia,1990,2,14500000000,69.92085,,1350,
Kazakhstan,KAZ,Asia,Central Asia,1990,0,138000000000,68.33659,,,
Kenya,KEN,Africa,Eastern Africa,1990,1,36000000000,58.80205,,380,
Kiribati,KIR,Oceania,Micronesia,1990,2,91800000,60.35083,,720,
North Korea,PRK,Asia,Eastern Asia,1990,2,,69.34432,,,
South Korea,KOR,Asia,Eastern Asia,1990,3,362000000000,71.29976,,6480,
Kosovo,XKX,Europe,Southern Europe,1990,0,,67.74878,,,
Kuwait,KWT,Asia,Western Asia,1990,4,,72.28156,,,
Kyrgyz Republic,KGZ,Asia,Central Asia,1990,0,9860000000,68.29756,,,
Lao PDR,LAO,Asia,South-eastern Asia,1990,1,4440000000,53.55207,,190,
Latvia,LVA,Europe,Northern Europe,1990,0,,69.27317,,,
Lebanon,LBN,Asia,Western Asia,1990,2,13700000000,70.22115,,1360,
Lesotho,LSO,Africa,Southern Africa,1990,1,1410000000,59.3311,,580,
Liberia,LBR,Africa,Western Africa,1990,1,,47.20244,,,
Libya,LBY,Africa,Northern Africa,1990,3,,68.6299,,,
Liechtenstein,LIE,Europe,Western Europe,1990,,,,,45500,
Lithuania,LTU,Europe,Northern Europe,1990,0,,71.16073,,,
Luxembourg,LUX,Europe,Western Europe,1990,5,11800000000,75.01041,,28600,
Macao,MAC,Asia,Eastern Asia,1990,3,8000000000,75.27698,,8530,
"Macedonia, FYR",MKD,Europe,Southern Europe,1990,0,10500000000,71.14763,,,
Madagascar,MDG,Africa,Eastern Africa,1990,1,12400000000,51.0081,,240,
Malawi,MWI,Africa,Eastern Africa,1990,1,4540000000,43.76602,,180,
Malaysia,MYS,Asia,South-eastern Asia,1990,2,123000000000,70.75749,,2370,
Maldives,MDV,Asia,Southern Asia,1990,1,,61.41851,,,
Mali,MLI,Africa,Western Africa,1990,1,6960000000,46.46471,,290,
Malta,MLT,Europe,Southern Europe,1990,3,3310000000,75.17578,,7600,
Marshall Islands,MHL,Oceania,Micronesia,1990,,88200000,,,,
Mauritania,MRT,Africa,Western Africa,1990,1,3680000000,58.3588,,490,
Mauritius,MUS,Africa,Eastern Africa,1990,2,5050000000,69.40488,,2440,
Mexico,MEX,Americas,Central America,1990,3,515000000000,70.79573,,2750,
"Micronesia, Fed. Sts.",FSM,Oceania,Micronesia,1990,0,172000000,66.19759,,,
Moldova,MDA,Europe,Eastern Europe,1990,0,,67.46566,,,
Monaco,MCO,Europe,Western Europe,1990,,,,,79600,
Mongolia,MNG,Asia,Eastern Asia,1990,2,7230000000,60.26776,,1430,
Montenegro,MNE,Europe,Southern Europe,1990,0,,74.44337,,,
Morocco,MAR,Africa,Northern Africa,1990,2,63455192137,64.68049,,1150,
Mozambique,MOZ,Africa,Eastern Africa,1990,1,3240000000,43.1259,,180,
Myanmar,MMR,Asia,South-eastern Asia,1990,1,19500000000,58.69417,,,
Namibia,NAM,Africa,Southern Africa,1990,2,5230000000,61.22495,,2020,
Nauru,NRU,Oceania,Micronesia,1990,,,,,,
Nepal,NPL,Asia,Southern Asia,1990,1,14500000000,54.19473,,210,
Netherlands,NLD,Europe,Western Europe,1990,5,283000000000,76.87805,,20100,
New Caledonia,NCL,Oceania,Melanesia,1990,3,,70.48537,,14800,
New Zealand,NZL,Oceania,Australia and New Zealand,1990,5,49500000000,75.37805,,13600,
Nicaragua,NIC,Americas,Central America,1990,2,8090000000,64.135,,310,
Niger,NER,Africa,Western Africa,1990,1,4630000000,43.9512,,300,
Nigeria,NGA,Africa,Western Africa,1990,1,187000000000,46.11027,,290,
Northern Mariana Islands,MNP,Oceania,Micronesia,1990,,,,,,
Norway,NOR,Europe,Northern Europe,1990,5,78175913424,76.53732,,26510,
Oman,OMN,Asia,Western Asia,1990,3,41000000000,67.26773,,5710,
Pakistan,PAK,Asia,Southern Asia,1990,1,213000000000,60.11122,,420,
Palau,PLW,Oceania,Micronesia,1990,0,,69.06927,,,
Panama,PAN,Americas,Central America,1990,2,12500000000,73.04624,,2660,
Papua New Guinea,PNG,Oceania,Melanesia,1990,2,4320000000,55.70934,,820,
Paraguay,PRY,Americas,South America,1990,2,16400000000,68.01261,,,
Peru,PER,Americas,South America,1990,2,74900000000,65.53044,,880,
Philippines,PHL,Asia,South-eastern Asia,1990,2,161000000000,65.28807,,720,
Poland,POL,Europe,Eastern Europe,1990,2,235000000000,70.89024,,,
Portugal,PRT,Europe,Southern Europe,1990,3,117000000000,73.96585,,7140,
Puerto Rico,PRI,Americas,Caribbean,1990,3,57800000000,74.16917,,6150,
Qatar,QAT,Asia,Western Asia,1990,4,,75.11607,,,
Romania,ROU,Europe,Eastern Europe,1990,2,122000000000,69.74122,,,
Russian Federation,RUS,Europe,Eastern Europe,1990,0,1190000000000,68.90244,,,
Rwanda,RWA,Africa,Eastern Africa,1990,1,3990000000,33.48512,,350,
Samoa,WSM,Oceania,Polynesia,1990,2,384000000,65.04041,,,
San Marino,SMR,Europe,Southern Europe,1990,,,,,,
Sao Tome and Principe,STP,Africa,Middle Africa,1990,1,,61.77144,,,
Saudi Arabia,SAU,Asia,Western Asia,1990,3,374000000000,69.16702,,7230,
Senegal,SEN,Africa,Western Africa,1990,2,9000000000,57.1831,,710,
Serbia,SRB,Europe,Southern Europe,1990,,,,,,
Seychelles,SYC,Africa,Eastern Africa,1990,3,639000000,,,5000,
Sierra Leone,SLE,Africa,Western Africa,1990,1,3490000000,37.35341,,200,
Singapore,SGP,Asia,South-eastern Asia,1990,4,67500000000,75.29512,,11500,
Sint Maarten (Dutch part),SXM,Americas,Caribbean,1990,,,,,,
Slovak Republic,SVK,Europe,Eastern Europe,1990,0,,70.93268,,,
Slovenia,SVN,Europe,Southern Europe,1990,0,,73.20488,,,
Solomon Islands,SLB,Oceania,Melanesia,1990,1,361000000,56.70476,,,
Somalia,SOM,Africa,Eastern Africa,1990,1,,45.38934,,,
South Africa,ZAF,Africa,Southern Africa,1990,3,236000000000,62.12007,,3390,
South Sudan,SSD,Africa,Eastern Africa,1990,0,,43.51876,,,
Spain,ESP,Europe,Southern Europe,1990,5,530000000000,76.83756,,12200,
Sri Lanka,LKA,Asia,Southern Asia,1990,1,40500000000,69.67949,,470,
St. Kitts and Nevis,KNA,Americas,Caribbean,1990,3,378000000,,,4940,
St. Lucia,LCA,Americas,Caribbean,1990,2,709000000,71.04944,,2730,
St. Martin (French part),MAF,Americas,Caribbean,1990,0,,74.52195,,,
St. Vincent and the Grenadines,VCT,Americas,Caribbean,1990,2,387000000,70.07666,,2110,
Sudan,SDN,Africa,Northern Africa,1990,1,29200000000,55.51446,,530,
Suriname,SUR,Americas,South America,1990,3,2790000000,67.50188,,1430,
Swaziland,SWZ,Africa,Southern Africa,1990,2,3080000000,59.3452,,1230,
Sweden,SWE,Europe,Northern Europe,1990,5,172000000000,77.53683,,27760,
Switzerland,CHE,Europe,Western Europe,1990,5,185000000000,77.24244,,36900,
Syrian Arab Republic,SYR,Asia,Western Asia,1990,2,,70.10627,,910,
Tajikistan,TJK,Asia,Central Asia,1990,0,12400000000,62.86478,,,
Tanzania,TZA,Africa,Eastern Africa,1990,1,23600000000,49.97756,,200,
Thailand,THA,Asia,South-eastern Asia,1990,2,243000000000,70.23061,,1490,
Timor-Leste,TLS,Asia,South-eastern Asia,1990,0,,48.48473,,,
Togo,TGO,Africa,Western Africa,1990,1,3300000000,55.84844,,400,
Tonga,TON,Oceania,Polynesia,1990,2,220000000,69.58232,,1220,
Trinidad and Tobago,TTO,Americas,Caribbean,1990,3,9680000000,68.0229,,3710,
Tunisia,TUN,Africa,Northern Africa,1990,2,29900000000,70.30732,,1430,
Turkey,TUR,Asia,Western Asia,1990,2,331000000000,64.28234,,2300,
Turkmenistan,TKM,Asia,Central Asia,1990,0,19800000000,62.67415,,,
Turks and Caicos Islands,TCA,Americas,Caribbean,1990,,,,,,
Tuvalu,TUV,Oceania,Polynesia,1990,,13800000,,,,
Uganda,UGA,Africa,Eastern Africa,1990,1,8800000000,45.05627,,320,
Ukraine,UKR,Europe,Eastern Europe,1990,0,351000000000,70.13659,,,
United Arab Emirates,ARE,Asia,Western Asia,1990,4,134000000000,71.72015,,,
United Kingdom,GBR,Europe,Northern Europe,1990,5,958000000000,75.88049,,18300,
United States,USA,Americas,Northern America,1990,5,5980000000000,75.21463,,24200,
Uruguay,URY,Americas,South America,1990,3,19800000000,72.53954,,2840,
Uzbekistan,UZB,Asia,Central Asia,1990,0,40700000000,66.68417,,,
Vanuatu,VUT,Oceania,Melanesia,1990,2,242000000,63.19685,,1200,
"Venezuela, RB",VEN,Americas,South America,1990,3,186000000000,69.82861,,2550,
Vietnam,VNM,Asia,South-eastern Asia,1990,1,64100000000,70.4182,,130,
Virgin Islands (U.S.),VIR,Americas,Caribbean,1990,4,,74.788,,,
West Bank and Gaza,PSE,Asia,Western Asia,1990,0,,68.05288,,,
"Yemen, Rep.",YEM,Asia,Western Asia,1990,2,25900000000,57.7642,,,
Zambia,ZMB,Africa,Eastern Africa,1990,1,12150601755,44.31246,,430,
Zimbabwe,ZWE,Africa,Eastern Africa,1990,2,17118317122,59.58307,,860,
Taiwan,TWN,Asia,Eastern Asia,1990,4,205000000000,74.5,,8431,
Afghanistan,AFG,Asia,Southern Asia,1991,1,,50.64098,,,
Albania,ALB,Europe,Southern Europe,1991,2,6510000000,71.91841,,420,
Algeria,DZA,Africa,Northern Africa,1991,2,175000000000,66.95873,,1990,
American Samoa,ASM,Oceania,Polynesia,1991,3,,,,,
Andorra,AND,Europe,Southern Europe,1991,,,,,18300,
Angola,AGO,Africa,Middle Africa,1991,2,35300000000,41.20634,,1210,
Antigua and Barbuda,ATG,Americas,Caribbean,1991,3,724000000,71.40059,,6160,
Argentina,ARG,Americas,South America,1991,3,267000000000,71.76329,,3950,
Armenia,ARM,Asia,Western Asia,1991,2,7810000000,67.73829,,,
Aruba,ABW,Americas,Caribbean,1991,3,,73.43312,,,
Australia,AUS,Oceania,Australia and New Zealand,1991,5,308000000000,77.27561,,18200,
Austria,AUT,Europe,Western Europe,1991,5,159000000000,75.61707,,21730,
Azerbaijan,AZE,Asia,Western Asia,1991,2,40400000000,64.42415,,,
"Bahamas, The",BHS,Americas,Caribbean,1991,4,3980000000,70.7918,,11300,
Bahrain,BHR,Asia,Western Asia,1991,3,12900000000,72.70951,,9800,
Bangladesh,BGD,Asia,Southern Asia,1991,1,94520597790,59.05027,,310,
Barbados,BRB,Americas,Caribbean,1991,3,2220000000,71.40334,,7520,
Belarus,BLR,Europe,Eastern Europe,1991,3,54346307087,70.37805,,,
Belgium,BEL,Europe,Western Europe,1991,5,197000000000,76.1922,,20700,
Belize,BLZ,Americas,Central America,1991,2,715000000,71.05441,,2380,
Benin,BEN,Africa,Western Africa,1991,1,5070000000,53.93571,,380,
Bermuda,BMU,Americas,Northern America,1991,4,1550000000,74.02951,,27400,
Bhutan,BTN,Asia,Southern Asia,1991,1,831000000,53.25193,,500,
Bolivia,BOL,Americas,South America,1991,2,17869461061,55.65002,,740,
Bosnia and Herzegovina,BIH,Europe,Southern Europe,1991,0,,70.5728,,,
Botswana,BWA,Africa,Southern Africa,1991,3,8020000000,61.92451,,2870,
Brazil,BRA,Americas,South America,1991,3,1040000000000,65.74268,,3250,
British Virgin Islands,VGB,Americas,Caribbean,1991,,,,,,
Brunei Darussalam,BRN,Asia,South-eastern Asia,1991,4,15100000000,73.29505,,13700,
Bulgaria,BGR,Europe,Eastern Europe,1991,2,42800000000,71.56098,,1620,
Burkina Faso,BFA,Africa,Western Africa,1991,1,5419101285,49.31646,,360,
Burundi,BDI,Africa,Eastern Africa,1991,1,4130000000,47.76522,,210,
Cabo Verde,CPV,Africa,Western Africa,1991,2,384000000,65.96351,,900,
Cambodia,KHM,Asia,South-eastern Asia,1991,1,,53.83634,,,
Cameroon,CMR,Africa,Middle Africa,1991,2,21500000000,53.62427,,870,
Canada,CAN,Americas,Northern America,1991,5,565000000000,77.55341,,20700,
Cayman Islands,CYM,Americas,Caribbean,1991,,,,,,
Central African Republic,CAF,Africa,Middle Africa,1991,1,1820000000,48.66407,,460,
Chad,TCD,Africa,Middle Africa,1991,1,4794667827,47.02659,,290,
Channel Islands,CHI,Europe,Western Europe,1991,4,,75.63693,,,
Chile,CHL,Americas,South America,1991,2,65300000000,73.12134,,2510,
China,CHN,Asia,Eastern Asia,1991,6,1260000000000,69.1821,,350,
Colombia,COL,Americas,South America,1991,2,176000000000,68.45132,,1190,
Comoros,COM,Africa,Eastern Africa,1991,1,416000000,57.14522,,550,
"Congo, Dem. Rep.",COD,Africa,Middle Africa,1991,1,27100000000,49.17493,,,
"Congo, Rep.",COG,Africa,Middle Africa,1991,2,8580000000,54.52239,,950,
Costa Rica,CRI,Americas,Central America,1991,2,16515224044,75.84193,,2350,
Cote d'Ivoire,CIV,Africa,Western Africa,1991,2,26200000000,52.23273,,740,
Croatia,HRV,Europe,Southern Europe,1991,0,,72.18537,,,
Cuba,CUB,Americas,Caribbean,1991,2,86400000000,74.70056,,2340,
Curacao,CUW,Americas,Caribbean,1991,,,,,,
Cyprus,CYP,Asia,Western Asia,1991,4,7950000000,76.67139,,9670,
Czech Republic,CZE,Europe,Eastern Europe,1991,0,119000000000,71.89829,,,
Denmark,DNK,Europe,Northern Europe,1991,5,97900000000,75.1578,,25700,
Djibouti,DJI,Africa,Eastern Africa,1991,2,1170000000,56.81615,,,
Dominica,DMA,Americas,Caribbean,1991,2,321000000,,,2390,
Dominican Republic,DOM,Americas,Caribbean,1991,2,25500000000,68.42222,,1030,
Ecuador,ECU,Americas,South America,1991,2,53200000000,69.49327,,1480,
"Egypt, Arab Rep.",EGY,Africa,Northern Africa,1991,1,229000000000,64.95534,,730,
El Salvador,SLV,Americas,Central America,1991,2,16500000000,64.83154,,950,
Equatorial Guinea,GNQ,Africa,Middle Africa,1991,1,282000000,48.60595,,300,
Eritrea,ERI,Africa,Eastern Africa,1991,0,,49.01849,,,
Estonia,EST,Europe,Northern Europe,1991,3,,69.37317,,,
Ethiopia,ETH,Africa,Eastern Africa,1991,1,19400000000,47.50537,,250,
Faroe Islands,FRO,Europe,Northern Europe,1991,4,,76.36341,,,
Fiji,FJI,Oceania,Melanesia,1991,2,2790000000,65.79332,,1790,
Finland,FIN,Europe,Northern Europe,1991,5,88000000000,75.22756,,25100,
France,FRA,Europe,Western Europe,1991,5,1080000000000,76.84878,,21600,
French Polynesia,PYF,Oceania,Polynesia,1991,4,,69.12078,,16200,
Gabon,GAB,Africa,Middle Africa,1991,3,13200000000,61.29168,,5160,
"Gambia, The",GMB,Africa,Western Africa,1991,1,958000000,52.47398,,410,
Georgia,GEO,Asia,Western Asia,1991,2,20300000000,69.96083,,,
Germany,DEU,Europe,Western Europe,1991,5,1680000000000,75.31951,,22900,
Ghana,GHA,Africa,Western Africa,1991,1,19700000000,57.15727,,420,
Gibraltar,GIB,Europe,Southern Europe,1991,3,,,,,
Greece,GRC,Europe,Southern Europe,1991,3,144000000000,77.13659,,9850,
Greenland,GRL,Americas,Northern America,1991,4,,65.03171,,16500,
Grenada,GRD,Americas,Caribbean,1991,2,493000000,68.6538,,2440,
Guam,GUM,Oceania,Micronesia,1991,3,,72.28761,,,
Guatemala,GTM,Americas,Central America,1991,2,32700000000,62.77312,,960,
Guinea,GIN,Africa,Western Africa,1991,1,4650000000,50.52734,,430,
Guinea-Bissau,GNB,Africa,Western Africa,1991,1,1120000000,49.42354,,230,
Guyana,GUY,Americas,South America,1991,1,1490000000,63.64851,,390,
Haiti,HTI,Americas,Caribbean,1991,1,,54.91441,,,
Honduras,HND,Americas,Central America,1991,1,10800000000,67.14363,,620,
Hong Kong,HKG,Asia,Eastern Asia,1991,4,109000000000,77.88293,,14320,
Hungary,HUN,Europe,Eastern Europe,1991,3,85900000000,69.37707,,,
Iceland,ISL,Europe,Northern Europe,1991,5,5810000000,77.99195,,25100,
India,IND,Asia,Southern Asia,1991,1,1040000000000,58.43822,,350,
Indonesia,IDN,Asia,South-eastern Asia,1991,1,591000000000,63.61629,,620,
Iraq,IRQ,Asia,Western Asia,1991,2,48300000000,66.81471,,,
Ireland,IRL,Europe,Northern Europe,1991,5,50800000000,74.95054,,13100,
Isle of Man,IMN,Europe,Northern Europe,1991,,,,,,
Israel,ISR,Asia,Western Asia,1991,4,68400000000,76.75854,,11500,
Italy,ITA,Europe,Southern Europe,1991,5,1100000000000,77.01951,,20300,
Jamaica,JAM,Americas,Caribbean,1991,2,12400000000,71.98754,,1760,
Japan,JPN,Asia,Eastern Asia,1991,5,2540000000000,79.10073,,28300,
Jordan,JOR,Asia,Western Asia,1991,2,15200000000,70.15732,,1160,
Kazakhstan,KAZ,Asia,Central Asia,1991,2,127000000000,67.98293,,,
Kenya,KEN,Africa,Eastern Africa,1991,1,37700000000,58.22898,,350,
Kiribati,KIR,Oceania,Micronesia,1991,2,94839970,60.83459,,960,
North Korea,PRK,Asia,Eastern Asia,1991,2,,69.32532,,,
South Korea,KOR,Asia,Eastern Asia,1991,3,413000000000,71.73024,,7550,
Kosovo,XKX,Europe,Southern Europe,1991,0,,67.94878,,,
Kuwait,KWT,Asia,Western Asia,1991,4,,72.42678,,,
Kyrgyz Republic,KGZ,Asia,Central Asia,1991,2,9390000000,68.55122,,,
Lao PDR,LAO,Asia,South-eastern Asia,1991,1,4780000000,54.05271,,210,
Latvia,LVA,Europe,Northern Europe,1991,3,,69.03244,,,
Lebanon,LBN,Asia,Western Asia,1991,2,19600000000,70.53605,,1780,
Lesotho,LSO,Africa,Southern Africa,1991,1,1570000000,59.63639,,620,
Liberia,LBR,Africa,Western Africa,1991,1,,47.42273,,,
Libya,LBY,Africa,Northern Africa,1991,3,,68.96873,,,
Liechtenstein,LIE,Europe,Western Europe,1991,,,,,47700,
Lithuania,LTU,Europe,Northern Europe,1991,3,,70.36415,,,
Luxembourg,LUX,Europe,Western Europe,1991,5,13200000000,75.46341,,32100,
Macao,MAC,Asia,Eastern Asia,1991,3,8570000000,75.53078,,9550,
"Macedonia, FYR",MKD,Europe,Southern Europe,1991,0,10200000000,71.32566,,,
Madagascar,MDG,Africa,Eastern Africa,1991,1,12000000000,51.59824,,220,
Malawi,MWI,Africa,Eastern Africa,1991,1,5100000000,43.58285,,210,
Malaysia,MYS,Asia,South-eastern Asia,1991,2,139000000000,70.98888,,2530,
Maldives,MDV,Asia,Southern Asia,1991,1,,62.25822,,,
Mali,MLI,Africa,Western Africa,1991,1,8030000000,46.83651,,320,
Malta,MLT,Europe,Southern Europe,1991,3,3630000000,75.3902,,8080,
Marshall Islands,MHL,Oceania,Micronesia,1991,2,91200000,,,,
Mauritania,MRT,Africa,Western Africa,1991,1,3870000000,58.57676,,540,
Mauritius,MUS,Africa,Eastern Africa,1991,2,5450000000,69.9561,,2620,
Mexico,MEX,Americas,Central America,1991,3,555000000000,71.19098,,3200,
"Micronesia, Fed. Sts.",FSM,Oceania,Micronesia,1991,2,191000000,66.31012,,,
Moldova,MDA,Europe,Eastern Europe,1991,2,,67.39232,,,
Monaco,MCO,Europe,Western Europe,1991,,,,,82500,
Mongolia,MNG,Asia,Eastern Asia,1991,2,6820000000,60.48824,,1200,
Montenegro,MNE,Europe,Southern Europe,1991,0,,74.51041,,,
Morocco,MAR,Africa,Northern Africa,1991,2,70300000000,65.2031,,1230,
Mozambique,MOZ,Africa,Eastern Africa,1991,1,3510000000,43.53732,,200,
Myanmar,MMR,Asia,South-eastern Asia,1991,1,20000000000,59.04849,,,
Namibia,NAM,Africa,Southern Africa,1991,2,5840000000,61.26912,,2170,
Nauru,NRU,Oceania,Micronesia,1991,,,,,,
Nepal,NPL,Asia,Southern Asia,1991,1,16000000000,55.05863,,210,
Netherlands,NLD,Europe,Western Europe,1991,5,299000000000,77,,21000,
New Caledonia,NCL,Oceania,Melanesia,1991,3,,70.35854,,15200,
New Zealand,NZL,Oceania,Australia and New Zealand,1991,5,50900000000,76.03171,,12200,
Nicaragua,NIC,Americas,Central America,1991,1,8340000000,64.8841,,220,
Niger,NER,Africa,Western Africa,1991,1,4910000000,44.51661,,290,
Nigeria,NGA,Africa,Western Africa,1991,1,192000000000,46.08695,,270,
Northern Mariana Islands,MNP,Oceania,Micronesia,1991,,,,,,
Norway,NOR,Europe,Northern Europe,1991,5,83300000000,76.98073,,27800,
Oman,OMN,Asia,Western Asia,1991,3,45000000000,67.84634,,6040,
Pakistan,PAK,Asia,Southern Asia,1991,1,231000000000,60.39622,,420,
Palau,PLW,Oceania,Micronesia,1991,,166000000,,,,
Panama,PAN,Americas,Central America,1991,2,14100000000,73.27127,,2730,
Papua New Guinea,PNG,Oceania,Melanesia,1991,2,4890000000,56.04707,,870,
Paraguay,PRY,Americas,South America,1991,2,17600000000,68.19105,,,
Peru,PER,Americas,South America,1991,2,79200000000,66.02366,,1180,
Philippines,PHL,Asia,South-eastern Asia,1991,2,165000000000,65.48127,,720,
Poland,POL,Europe,Eastern Europe,1991,2,226000000000,70.5878,,,
Portugal,PRT,Europe,Southern Europe,1991,3,127000000000,74.01463,,8190,
Puerto Rico,PRI,Americas,Caribbean,1991,3,60200000000,74.0388,,6360,
Qatar,QAT,Asia,Western Asia,1991,4,,75.28229,,,
Romania,ROU,Europe,Eastern Europe,1991,2,110000000000,69.78439,,,
Russian Federation,RUS,Europe,Eastern Europe,1991,3,1170000000000,68.47439,,3440,
Rwanda,RWA,Africa,Eastern Africa,1991,1,4020000000,29.74583,,320,
Samoa,WSM,Oceania,Polynesia,1991,2,388000000,65.55895,,,
San Marino,SMR,Europe,Southern Europe,1991,4,,,,,
Sao Tome and Principe,STP,Africa,Middle Africa,1991,1,,61.93454,,,
Saudi Arabia,SAU,Asia,Western Asia,1991,3,421000000000,69.5922,,8010,
Senegal,SEN,Africa,Western Africa,1991,2,9530000000,57.40949,,710,
Serbia,SRB,Europe,Southern Europe,1991,0,,71.4878,,,
Seychelles,SYC,Africa,Eastern Africa,1991,3,678000000,,,5180,
Sierra Leone,SLE,Africa,Western Africa,1991,1,3690000000,36.74834,,190,
Singapore,SGP,Asia,South-eastern Asia,1991,4,74500000000,75.64634,,13000,
Sint Maarten (Dutch part),SXM,Americas,Caribbean,1991,,,,,,
Slovak Republic,SVK,Europe,Eastern Europe,1991,0,,70.88293,,,
Slovenia,SVN,Europe,Southern Europe,1991,0,,73.35366,,,
Solomon Islands,SLB,Oceania,Melanesia,1991,1,396000000,57.21385,,,
Somalia,SOM,Africa,Eastern Africa,1991,1,,45.27088,,,
